Username,Profile URL,GitHub ID,Year_Group,Public_Repositories,Lifetime_Commits,sector_id,sector_label
itsaboutcode,https://github.com/itsaboutcode,204423,2010-02,112,384,0,2010–2016
yunas,https://github.com/yunas,213712,2010-03,22,250,0,2010–2016
heyyan,https://github.com/heyyan,245355,2010-04,15,81,0,2010–2016
aftabnabi,https://github.com/aftabnabi,261592,2010-05,26,230,0,2010–2016
syedmurtaza,https://github.com/syedmurtaza,272100,2010-05,12,34,0,2010–2016
asifhameed,https://github.com/asifhameed,317149,2010-06,6,28,0,2010–2016
mahhek,https://github.com/mahhek,342844,2010-07,17,1052,0,2010–2016
taimur38,https://github.com/taimur38,362296,2010-08,43,862,0,2010–2016
saqibsarwar,https://github.com/saqibsarwar,358233,2010-08,6,51,0,2010–2016
naveedtariq,https://github.com/naveedtariq,384665,2010-09,16,617,0,2010–2016
shahzadmasud,https://github.com/shahzadmasud,390286,2010-09,28,178,0,2010–2016
mhsnalm,https://github.com/mhsnalm,418755,2010-09,96,133,0,2010–2016
blacksmoke26,https://github.com/blacksmoke26,425744,2010-10,54,3249,0,2010–2016
tigerclawn82,https://github.com/tigerclawn82,457518,2010-10,15,1368,0,2010–2016
profmuhammadjabbar,https://github.com/profmuhammadjabbar,449586,2010-10,10,33,0,2010–2016
hassaniftikhar,https://github.com/hassaniftikhar,469748,2010-11,13,395,0,2010–2016
maxpaynestory,https://github.com/maxpaynestory,462460,2010-11,34,221,0,2010–2016
waqasm86,https://github.com/waqasm86,479827,2010-11,161,211,0,2010–2016
umayrh,https://github.com/umayrh,525221,2010-12,39,588,0,2010–2016
appsdevpk,https://github.com/appsdevpk,516860,2010-12,12,22,0,2010–2016
sustaintopervail,https://github.com/sustaintopervail,585167,2011-01,9,30,0,2010–2016
UsmanMalik,https://github.com/UsmanMalik,552152,2011-01,62,26,0,2010–2016
aijazali12,https://github.com/aijazali12,604537,2011-02,18,119,0,2010–2016
naveed-ahmad,https://github.com/naveed-ahmad,701567,2011-03,260,5469,0,2010–2016
ZubairNabi,https://github.com/ZubairNabi,652955,2011-03,15,276,0,2010–2016
WaqarZahour,https://github.com/WaqarZahour,653014,2011-03,10,108,0,2010–2016
mshahbazsaleem,https://github.com/mshahbazsaleem,698743,2011-03,19,37,0,2010–2016
rashid372,https://github.com/rashid372,745984,2011-04,18,100,0,2010–2016
qureshius,https://github.com/qureshius,818260,2011-05,8,1126,0,2010–2016
nabeelarif,https://github.com/nabeelarif,774255,2011-05,17,143,0,2010–2016
imomer,https://github.com/imomer,773535,2011-05,33,80,0,2010–2016
AdilSoomro,https://github.com/AdilSoomro,856233,2011-06,14,1385,0,2010–2016
srmklive,https://github.com/srmklive,839335,2011-06,27,870,0,2010–2016
noumannaseer,https://github.com/noumannaseer,883788,2011-06,21,101,0,2010–2016
babarlhr,https://github.com/babarlhr,893300,2011-07,387,1555,0,2010–2016
pimedia,https://github.com/pimedia,927225,2011-07,9,83,0,2010–2016
mohsinabbas,https://github.com/mohsinabbas,929646,2011-07,16,22,0,2010–2016
navedrasul,https://github.com/navedrasul,967758,2011-08,52,221,0,2010–2016
qaisarirfan,https://github.com/qaisarirfan,955997,2011-08,17,142,0,2010–2016
sheensol,https://github.com/sheensol,983290,2011-08,40,76,0,2010–2016
yasirveriqual,https://github.com/yasirveriqual,970664,2011-08,7,38,0,2010–2016
saimayaqub,https://github.com/saimayaqub,973457,2011-08,15,26,0,2010–2016
zaidakram,https://github.com/zaidakram,1079660,2011-09,20,205,0,2010–2016
aqibmumtaz,https://github.com/aqibmumtaz,1073190,2011-09,18,142,0,2010–2016
shanijahania,https://github.com/shanijahania,1083549,2011-09,16,63,0,2010–2016
u4umar,https://github.com/u4umar,1032049,2011-09,10,59,0,2010–2016
umair3,https://github.com/umair3,1154874,2011-10,27,663,0,2010–2016
saleemaoc,https://github.com/saleemaoc,1110012,2011-10,24,142,0,2010–2016
mufasser,https://github.com/mufasser,1122310,2011-10,28,75,0,2010–2016
mrhamidraza,https://github.com/mrhamidraza,1135356,2011-10,9,46,0,2010–2016
dr-m-wasim,https://github.com/dr-m-wasim,1250420,2011-12,21,368,0,2010–2016
imranhaider,https://github.com/imranhaider,1235463,2011-12,18,56,0,2010–2016
akhterwahab,https://github.com/akhterwahab,1260959,2011-12,32,34,0,2010–2016
tahiralvi,https://github.com/tahiralvi,1356887,2012-01,17,161,0,2010–2016
haroonabbasi,https://github.com/haroonabbasi,1297226,2012-01,34,128,0,2010–2016
mustafaneguib,https://github.com/mustafaneguib,1302045,2012-01,30,112,0,2010–2016
aftabkhalid,https://github.com/aftabkhalid,1427769,2012-02,22,833,0,2010–2016
msaqib,https://github.com/msaqib,1440165,2012-02,79,517,0,2010–2016
usmanikram,https://github.com/usmanikram,1428373,2012-02,13,229,0,2010–2016
shayananique,https://github.com/shayananique,1432506,2012-02,53,89,0,2010–2016
SaeedIqbal,https://github.com/SaeedIqbal,1551440,2012-03,42,372,0,2010–2016
fahadmahmood8,https://github.com/fahadmahmood8,1487167,2012-03,13,363,0,2010–2016
jawwadfarooq,https://github.com/jawwadfarooq,1543071,2012-03,11,359,0,2010–2016
aalasolutions-zz,https://github.com/aalasolutions-zz,1493178,2012-03,16,268,0,2010–2016
abidiqbalk,https://github.com/abidiqbalk,1542924,2012-03,15,221,0,2010–2016
hmshoaib,https://github.com/hmshoaib,1563460,2012-03,11,217,0,2010–2016
adilbingulzar,https://github.com/adilbingulzar,1535517,2012-03,13,92,0,2010–2016
tanzeelmarwat,https://github.com/tanzeelmarwat,1519214,2012-03,8,23,0,2010–2016
mirmibrahim,https://github.com/mirmibrahim,1684921,2012-04,10,1654,0,2010–2016
Rizstien,https://github.com/Rizstien,1692655,2012-04,31,799,0,2010–2016
mjamilbashir99,https://github.com/mjamilbashir99,1687879,2012-04,43,542,0,2010–2016
karamat,https://github.com/karamat,1622769,2012-04,21,70,0,2010–2016
masghar,https://github.com/masghar,1763453,2012-05,33,1137,0,2010–2016
fahadusman,https://github.com/fahadusman,1799538,2012-05,15,410,0,2010–2016
mohsinhussain,https://github.com/mohsinhussain,1732605,2012-05,23,239,0,2010–2016
arfanmahmood,https://github.com/arfanmahmood,1769734,2012-05,21,82,0,2010–2016
xpertpk,https://github.com/xpertpk,1726210,2012-05,24,70,0,2010–2016
sulemanahmed,https://github.com/sulemanahmed,1697783,2012-05,13,52,0,2010–2016
GulMChaudhary,https://github.com/GulMChaudhary,1748433,2012-05,7,32,0,2010–2016
asadali737,https://github.com/asadali737,1748831,2012-05,49,24,0,2010–2016
fakharkhan,https://github.com/fakharkhan,1877752,2012-06,141,475,0,2010–2016
zah33r,https://github.com/zah33r,1884041,2012-06,24,467,0,2010–2016
faisalhasnain,https://github.com/faisalhasnain,1843760,2012-06,14,221,0,2010–2016
danish-jamil,https://github.com/danish-jamil,1816287,2012-06,26,114,0,2010–2016
bk987,https://github.com/bk987,1844815,2012-06,18,100,0,2010–2016
faheemkhaskheli9,https://github.com/faheemkhaskheli9,1897736,2012-06,59,97,0,2010–2016
omermuneer,https://github.com/omermuneer,1979628,2012-07,22,295,0,2010–2016
omair18,https://github.com/omair18,1974232,2012-07,134,217,0,2010–2016
UzEE,https://github.com/UzEE,2019770,2012-07,37,210,0,2010–2016
ahsan-bilal-786,https://github.com/ahsan-bilal-786,1968160,2012-07,18,199,0,2010–2016
muzzammilh,https://github.com/muzzammilh,1930832,2012-07,14,157,0,2010–2016
sheikhumar93,https://github.com/sheikhumar93,1960593,2012-07,28,125,0,2010–2016
shfaizanali,https://github.com/shfaizanali,1948022,2012-07,19,120,0,2010–2016
gakker,https://github.com/gakker,1956481,2012-07,23,84,0,2010–2016
jawadhadi,https://github.com/jawadhadi,2013749,2012-07,10,70,0,2010–2016
noman-iqbal,https://github.com/noman-iqbal,2044887,2012-07,8,37,0,2010–2016
aliabbas-2012,https://github.com/aliabbas-2012,2234215,2012-08,50,1276,0,2010–2016
asimzeeshan,https://github.com/asimzeeshan,2176442,2012-08,61,791,0,2010–2016
bilalshahzad139,https://github.com/bilalshahzad139,2134984,2012-08,64,753,0,2010–2016
mkirshad,https://github.com/mkirshad,2148913,2012-08,33,576,0,2010–2016
moeenuddin,https://github.com/moeenuddin,2076100,2012-08,22,330,0,2010–2016
taimoor,https://github.com/taimoor,2094450,2012-08,26,250,0,2010–2016
xuleman,https://github.com/xuleman,2203214,2012-08,15,225,0,2010–2016
k-zafar,https://github.com/k-zafar,2161297,2012-08,13,171,0,2010–2016
adnansiddiq,https://github.com/adnansiddiq,2142464,2012-08,14,161,0,2010–2016
ejdogar,https://github.com/ejdogar,2077137,2012-08,12,85,0,2010–2016
shahidnasrullah,https://github.com/shahidnasrullah,2162027,2012-08,8,53,0,2010–2016
sheharyarn,https://github.com/sheharyarn,2355108,2012-09,96,3927,0,2010–2016
fahadgudu,https://github.com/fahadgudu,2296100,2012-09,67,290,0,2010–2016
simplyingenious,https://github.com/simplyingenious,2454136,2012-09,6,249,0,2010–2016
ahsannabi,https://github.com/ahsannabi,2338156,2012-09,40,106,0,2010–2016
zeeshanhasan,https://github.com/zeeshanhasan,2375846,2012-09,7,106,0,2010–2016
techverx,https://github.com/techverx,2278714,2012-09,37,102,0,2010–2016
mraheel,https://github.com/mraheel,2276070,2012-09,18,78,0,2010–2016
mshahbax,https://github.com/mshahbax,2403874,2012-09,13,60,0,2010–2016
junaidshakur,https://github.com/junaidshakur,2305920,2012-09,8,47,0,2010–2016
dawood4pk,https://github.com/dawood4pk,2284671,2012-09,11,40,0,2010–2016
shahzad11,https://github.com/shahzad11,2344779,2012-09,7,28,0,2010–2016
suhaibjanjua,https://github.com/suhaibjanjua,2657332,2012-10,67,561,0,2010–2016
zanysoft,https://github.com/zanysoft,2682072,2012-10,26,257,0,2010–2016
brighteningStar,https://github.com/brighteningStar,2500218,2012-10,11,200,0,2010–2016
Faisalawanisee,https://github.com/Faisalawanisee,2613787,2012-10,174,131,0,2010–2016
nabeel-ahmad,https://github.com/nabeel-ahmad,2583222,2012-10,8,79,0,2010–2016
junaidios,https://github.com/junaidios,2492923,2012-10,21,37,0,2010–2016
tahiriqbalnajam,https://github.com/tahiriqbalnajam,2802893,2012-11,48,875,0,2010–2016
BuildWithLal,https://github.com/BuildWithLal,2900599,2012-11,34,450,0,2010–2016
awaisali88,https://github.com/awaisali88,2724479,2012-11,78,122,0,2010–2016
unzila-zafar,https://github.com/unzila-zafar,2744582,2012-11,7,99,0,2010–2016
jhanzeb12,https://github.com/jhanzeb12,2834453,2012-11,16,93,0,2010–2016
nabeeljavaid,https://github.com/nabeeljavaid,2786954,2012-11,11,41,0,2010–2016
ibrhim123,https://github.com/ibrhim123,2707209,2012-11,11,36,0,2010–2016
waheedahmed,https://github.com/waheedahmed,2851134,2012-11,16,32,0,2010–2016
abduslsamadch,https://github.com/abduslsamadch,2851611,2012-11,11,24,0,2010–2016
mujassir,https://github.com/mujassir,3088783,2012-12,31,356,0,2010–2016
mshahzadtariq,https://github.com/mshahzadtariq,3108179,2012-12,15,141,0,2010–2016
bsienn-khan,https://github.com/bsienn-khan,3149876,2012-12,7,77,0,2010–2016
jaffarhussain1011,https://github.com/jaffarhussain1011,3069478,2012-12,20,60,0,2010–2016
aleemkhan,https://github.com/aleemkhan,3151263,2012-12,18,59,0,2010–2016
m-junaid-butt,https://github.com/m-junaid-butt,3048424,2012-12,17,34,0,2010–2016
mentordeveloper,https://github.com/mentordeveloper,2978959,2012-12,15,28,0,2010–2016
adnanbhatti123,https://github.com/adnanbhatti123,3127684,2012-12,6,24,0,2010–2016
fahadazeem,https://github.com/fahadazeem,2951109,2012-12,17,22,0,2010–2016
sohaibayub,https://github.com/sohaibayub,3404286,2013-01,23,117611,0,2010–2016
abdul-rehman-2050,https://github.com/abdul-rehman-2050,3334022,2013-01,129,662,0,2010–2016
ShaikhAhsan,https://github.com/ShaikhAhsan,3283021,2013-01,6,201,0,2010–2016
MuhammadNadirSE,https://github.com/MuhammadNadirSE,3168036,2013-01,9,156,0,2010–2016
husnain,https://github.com/husnain,3172085,2013-01,15,103,0,2010–2016
Needo,https://github.com/Needo,3175914,2013-01,25,98,0,2010–2016
hassaan39,https://github.com/hassaan39,3386279,2013-01,7,22,0,2010–2016
DarussalamTech,https://github.com/DarussalamTech,3690975,2013-02,28,3493,0,2010–2016
armujahid,https://github.com/armujahid,3725386,2013-02,147,729,0,2010–2016
usama8800,https://github.com/usama8800,3450518,2013-02,40,574,0,2010–2016
thesaad,https://github.com/thesaad,3445416,2013-02,14,570,0,2010–2016
AfzalMasood11,https://github.com/AfzalMasood11,3656279,2013-02,28,521,0,2010–2016
Shajeel-Afzal,https://github.com/Shajeel-Afzal,3718283,2013-02,40,436,0,2010–2016
ahmedbilal,https://github.com/ahmedbilal,3592998,2013-02,55,364,0,2010–2016
faizanhaider,https://github.com/faizanhaider,3539630,2013-02,14,283,0,2010–2016
AhsanAshfaq,https://github.com/AhsanAshfaq,3518086,2013-02,25,191,0,2010–2016
abbassiddiqi,https://github.com/abbassiddiqi,3588103,2013-02,10,158,0,2010–2016
hasnatsaeed,https://github.com/hasnatsaeed,3670165,2013-02,19,100,0,2010–2016
tahirwaseempk,https://github.com/tahirwaseempk,3597273,2013-02,9,99,0,2010–2016
wyounas,https://github.com/wyounas,3581770,2013-02,15,95,0,2010–2016
samyanwahla,https://github.com/samyanwahla,3723271,2013-02,9,42,0,2010–2016
imrantune,https://github.com/imrantune,3593033,2013-02,133,41,0,2010–2016
asifhabib,https://github.com/asifhabib,3713433,2013-02,76,24,0,2010–2016
tauqeer-ahmad,https://github.com/tauqeer-ahmad,3785641,2013-03,40,1040,0,2010–2016
naveedaziz,https://github.com/naveedaziz,3735061,2013-03,20,686,0,2010–2016
TalhaAwan,https://github.com/TalhaAwan,3785025,2013-03,39,657,0,2010–2016
imrankabir,https://github.com/imrankabir,3800243,2013-03,54,524,0,2010–2016
muh-atta,https://github.com/muh-atta,3774803,2013-03,22,242,0,2010–2016
ask4abid,https://github.com/ask4abid,3786121,2013-03,54,188,0,2010–2016
theshahzaib5,https://github.com/theshahzaib5,4003362,2013-03,18,119,0,2010–2016
touseef4pk,https://github.com/touseef4pk,3919262,2013-03,31,68,0,2010–2016
TaimurAdil,https://github.com/TaimurAdil,3815509,2013-03,14,59,0,2010–2016
RahaAkhtar,https://github.com/RahaAkhtar,3853533,2013-03,12,59,0,2010–2016
hishamjaved,https://github.com/hishamjaved,3983097,2013-03,15,40,0,2010–2016
masoodanwar85,https://github.com/masoodanwar85,3944504,2013-03,6,29,0,2010–2016
awaisdar001,https://github.com/awaisdar001,4252738,2013-04,15,440,0,2010–2016
tasawernawaz,https://github.com/tasawernawaz,4245618,2013-04,32,429,0,2010–2016
barkiiqbal,https://github.com/barkiiqbal,4112668,2013-04,18,420,0,2010–2016
bilalbash,https://github.com/bilalbash,4136478,2013-04,47,392,0,2010–2016
usman-jamil,https://github.com/usman-jamil,4136805,2013-04,22,228,0,2010–2016
sm-abdullah,https://github.com/sm-abdullah,4125177,2013-04,21,183,0,2010–2016
mqamarmunir,https://github.com/mqamarmunir,4126664,2013-04,34,156,0,2010–2016
TabraizAhmad,https://github.com/TabraizAhmad,4211775,2013-04,14,97,0,2010–2016
Ajmal-Ismail,https://github.com/Ajmal-Ismail,4178822,2013-04,10,58,0,2010–2016
qmshahzad,https://github.com/qmshahzad,4110553,2013-04,8,55,0,2010–2016
an-nasir,https://github.com/an-nasir,4173058,2013-04,20,49,0,2010–2016
a4amaan,https://github.com/a4amaan,4151574,2013-04,43,46,0,2010–2016
RizwanAshraf1,https://github.com/RizwanAshraf1,4292480,2013-04,6,46,0,2010–2016
aitzaz,https://github.com/aitzaz,4178843,2013-04,16,37,0,2010–2016
sakhawat-ali,https://github.com/sakhawat-ali,4232810,2013-04,12,36,0,2010–2016
ali-hassan,https://github.com/ali-hassan,4496067,2013-05,340,313091,0,2010–2016
ahmedali5530,https://github.com/ahmedali5530,4495669,2013-05,163,400,0,2010–2016
asim019,https://github.com/asim019,4532252,2013-05,11,176,0,2010–2016
bilawal-liaqat,https://github.com/bilawal-liaqat,4446705,2013-05,128,127,0,2010–2016
chwasimarshad,https://github.com/chwasimarshad,4488427,2013-05,15,53,0,2010–2016
hammadfozi,https://github.com/hammadfozi,4557783,2013-05,7,44,0,2010–2016
AKNiazi,https://github.com/AKNiazi,4454540,2013-05,8,35,0,2010–2016
Umer-Hayyat,https://github.com/Umer-Hayyat,4416569,2013-05,52,27,0,2010–2016
attiqrafiq,https://github.com/attiqrafiq,4689887,2013-06,59,2463,0,2010–2016
nomikhokher,https://github.com/nomikhokher,4618863,2013-06,15,1581,0,2010–2016
frazn-sol,https://github.com/frazn-sol,4671391,2013-06,6,699,0,2010–2016
waqaskhan137,https://github.com/waqaskhan137,4752256,2013-06,69,582,0,2010–2016
waleedahmad,https://github.com/waleedahmad,4622791,2013-06,40,471,0,2010–2016
malikfaizanhaider,https://github.com/malikfaizanhaider,4697658,2013-06,37,282,0,2010–2016
themodernturing,https://github.com/themodernturing,4850189,2013-06,91,175,0,2010–2016
umerfarooq381,https://github.com/umerfarooq381,4725812,2013-06,20,117,0,2010–2016
faheem91,https://github.com/faheem91,4745454,2013-06,27,115,0,2010–2016
talhabinkhalil,https://github.com/talhabinkhalil,4687620,2013-06,58,112,0,2010–2016
engrmnaveed-zz,https://github.com/engrmnaveed-zz,4732474,2013-06,9,83,0,2010–2016
bilalasif09,https://github.com/bilalasif09,4834101,2013-06,8,75,0,2010–2016
Ahsanwarsi,https://github.com/Ahsanwarsi,4597244,2013-06,13,44,0,2010–2016
dotriz,https://github.com/dotriz,4737551,2013-06,9,29,0,2010–2016
praisedpk,https://github.com/praisedpk,4748775,2013-06,60,27,0,2010–2016
saeedashraf028,https://github.com/saeedashraf028,4695231,2013-06,6,26,0,2010–2016
msbasit,https://github.com/msbasit,4646756,2013-06,7,23,0,2010–2016
atiqsamtia,https://github.com/atiqsamtia,5112753,2013-07,55,736,0,2010–2016
syedqamara,https://github.com/syedqamara,5058871,2013-07,50,437,0,2010–2016
itskhurrams,https://github.com/itskhurrams,5083361,2013-07,30,427,0,2010–2016
cs-abdulwahab,https://github.com/cs-abdulwahab,5089848,2013-07,92,269,0,2010–2016
azurechamp,https://github.com/azurechamp,4936523,2013-07,82,259,0,2010–2016
aatif-lahore,https://github.com/aatif-lahore,4911191,2013-07,6,73,0,2010–2016
faisalrehmanid,https://github.com/faisalrehmanid,4922068,2013-07,10,66,0,2010–2016
aemwaqas60,https://github.com/aemwaqas60,5037491,2013-07,9,61,0,2010–2016
asimsikka,https://github.com/asimsikka,5064396,2013-07,24,46,0,2010–2016
emraancheema,https://github.com/emraancheema,4929414,2013-07,9,34,0,2010–2016
imvision,https://github.com/imvision,5319789,2013-08,33,41141,0,2010–2016
waleedarshad,https://github.com/waleedarshad,5329697,2013-08,155,18973,0,2010–2016
smhz101,https://github.com/smhz101,5133997,2013-08,38,1036,0,2010–2016
hafsasaleem27,https://github.com/hafsasaleem27,5290219,2013-08,62,473,0,2010–2016
ameerh,https://github.com/ameerh,5346601,2013-08,15,334,0,2010–2016
sarfraz-akhtar,https://github.com/sarfraz-akhtar,5294551,2013-08,26,291,0,2010–2016
Noshaid,https://github.com/Noshaid,5318790,2013-08,48,231,0,2010–2016
ibrahimzahoor,https://github.com/ibrahimzahoor,5284421,2013-08,38,122,0,2010–2016
ssmabidi,https://github.com/ssmabidi,5269269,2013-08,12,121,0,2010–2016
hussain-imtiaz,https://github.com/hussain-imtiaz,5216307,2013-08,22,99,0,2010–2016
HQuser,https://github.com/HQuser,5348773,2013-08,15,93,0,2010–2016
TheEngineerz,https://github.com/TheEngineerz,5149947,2013-08,14,60,0,2010–2016
umerkb,https://github.com/umerkb,5312201,2013-08,9,54,0,2010–2016
munfasil,https://github.com/munfasil,5241809,2013-08,7,51,0,2010–2016
zuhairabbas,https://github.com/zuhairabbas,5308146,2013-08,6,47,0,2010–2016
junaidpk,https://github.com/junaidpk,5153972,2013-08,169,41,0,2010–2016
haider2804,https://github.com/haider2804,5175052,2013-08,9,38,0,2010–2016
Zulqurnain,https://github.com/Zulqurnain,5487047,2013-09,43,186,0,2010–2016
FarazBukhari,https://github.com/FarazBukhari,5357834,2013-09,15,159,0,2010–2016
Arsalan-Javed,https://github.com/Arsalan-Javed,5574291,2013-09,13,119,0,2010–2016
aamir-nazir,https://github.com/aamir-nazir,5459597,2013-09,16,107,0,2010–2016
hasnain095,https://github.com/hasnain095,5565130,2013-09,12,73,0,2010–2016
asifjavaid,https://github.com/asifjavaid,5367376,2013-09,49,43,0,2010–2016
hammaduu,https://github.com/hammaduu,5475505,2013-09,7,32,0,2010–2016
shahzadsab,https://github.com/shahzadsab,5518824,2013-09,33,31,0,2010–2016
basitullah,https://github.com/basitullah,5371253,2013-09,8,23,0,2010–2016
yasirrose,https://github.com/yasirrose,5586359,2013-10,69,2099,0,2010–2016
waqas4346,https://github.com/waqas4346,5762940,2013-10,12,411,0,2010–2016
safoorsafdar,https://github.com/safoorsafdar,5680768,2013-10,28,312,0,2010–2016
mrazadar,https://github.com/mrazadar,5585262,2013-10,33,254,0,2010–2016
JunaidRana,https://github.com/JunaidRana,5653394,2013-10,8,149,0,2010–2016
EngineerKhan,https://github.com/EngineerKhan,5688359,2013-10,181,132,0,2010–2016
mrizwan47,https://github.com/mrizwan47,5583034,2013-10,11,108,0,2010–2016
sirajhussain,https://github.com/sirajhussain,5736083,2013-10,19,67,0,2010–2016
Atabic,https://github.com/Atabic,5627096,2013-10,30,65,0,2010–2016
alishanvr,https://github.com/alishanvr,5610722,2013-10,28,54,0,2010–2016
sfahid,https://github.com/sfahid,5752257,2013-10,12,29,0,2010–2016
hmftj,https://github.com/hmftj,6020256,2013-11,55,326,0,2010–2016
mshahidbhatti,https://github.com/mshahidbhatti,6029814,2013-11,39,263,0,2010–2016
creativehassan,https://github.com/creativehassan,5916519,2013-11,66,87,0,2010–2016
waqas385,https://github.com/waqas385,5830526,2013-11,7,66,0,2010–2016
CodeByHamzaH,https://github.com/CodeByHamzaH,5850048,2013-11,8,60,0,2010–2016
mehboob153,https://github.com/mehboob153,5918556,2013-11,8,33,0,2010–2016
AbdurRehman91,https://github.com/AbdurRehman91,5983733,2013-11,9,31,0,2010–2016
shahzaibhayatkhan,https://github.com/shahzaibhayatkhan,5962509,2013-11,8,31,0,2010–2016
imhassan,https://github.com/imhassan,5956003,2013-11,40,29,0,2010–2016
naveedali,https://github.com/naveedali,5906864,2013-11,7,29,0,2010–2016
adilsaeed31,https://github.com/adilsaeed31,6284410,2013-12,66,3797,0,2010–2016
SuperKXT,https://github.com/SuperKXT,6242472,2013-12,25,2458,0,2010–2016
farooqahmedkhan,https://github.com/farooqahmedkhan,6252389,2013-12,12,395,0,2010–2016
zahoorahmadgorsi,https://github.com/zahoorahmadgorsi,6213980,2013-12,13,370,0,2010–2016
wqsaali,https://github.com/wqsaali,6185387,2013-12,47,188,0,2010–2016
alinawaz,https://github.com/alinawaz,6256576,2013-12,6,121,0,2010–2016
zeburrehman,https://github.com/zeburrehman,6255847,2013-12,29,88,0,2010–2016
fitalfihsak,https://github.com/fitalfihsak,6252595,2013-12,15,31,0,2010–2016
faisalbhatti10,https://github.com/faisalbhatti10,6291627,2013-12,8,31,0,2010–2016
minaamfasihi,https://github.com/minaamfasihi,6429094,2014-01,56,673,0,2010–2016
AtifCh,https://github.com/AtifCh,6317913,2014-01,6,374,0,2010–2016
AbdulAli,https://github.com/AbdulAli,6480345,2014-01,41,351,0,2010–2016
AwaisKamran,https://github.com/AwaisKamran,6302514,2014-01,64,325,0,2010–2016
nouman92,https://github.com/nouman92,6426340,2014-01,45,146,0,2010–2016
asimrafique,https://github.com/asimrafique,6304424,2014-01,6,91,0,2010–2016
axium,https://github.com/axium,6323197,2014-01,9,82,0,2010–2016
ferozpuri,https://github.com/ferozpuri,6311893,2014-01,19,77,0,2010–2016
RizvanWaheed,https://github.com/RizvanWaheed,6370827,2014-01,18,73,0,2010–2016
hassan54,https://github.com/hassan54,6430106,2014-01,49,69,0,2010–2016
aahmed9to6,https://github.com/aahmed9to6,6389152,2014-01,7,54,0,2010–2016
AsadRehman,https://github.com/AsadRehman,6390085,2014-01,43,52,0,2010–2016
zaheer0008,https://github.com/zaheer0008,6391714,2014-01,9,46,0,2010–2016
moizhusnain,https://github.com/moizhusnain,6430450,2014-01,6,35,0,2010–2016
usamasarwar36,https://github.com/usamasarwar36,6407379,2014-01,8,27,0,2010–2016
segmentationfaulter,https://github.com/segmentationfaulter,6733537,2014-02,90,1319,0,2010–2016
rails-hub,https://github.com/rails-hub,6818028,2014-02,25,400,0,2010–2016
AbdulRehmanNazar,https://github.com/AbdulRehmanNazar,6792823,2014-02,39,260,0,2010–2016
munir700,https://github.com/munir700,6803769,2014-02,13,205,0,2010–2016
muhammad-ammar,https://github.com/muhammad-ammar,6767924,2014-02,44,204,0,2010–2016
rabnawaz,https://github.com/rabnawaz,6626248,2014-02,13,170,0,2010–2016
omerfarooX,https://github.com/omerfarooX,6769456,2014-02,19,120,0,2010–2016
zeeshanayub,https://github.com/zeeshanayub,6695581,2014-02,11,112,0,2010–2016
meetmehdi,https://github.com/meetmehdi,6615214,2014-02,17,103,0,2010–2016
aatef,https://github.com/aatef,6780210,2014-02,16,81,0,2010–2016
umerafzal,https://github.com/umerafzal,6577232,2014-02,10,69,0,2010–2016
bilalsulehri,https://github.com/bilalsulehri,6560181,2014-02,11,58,0,2010–2016
adnannazir,https://github.com/adnannazir,6734301,2014-02,10,41,0,2010–2016
shams-144,https://github.com/shams-144,6577489,2014-02,9,36,0,2010–2016
razaHamdani,https://github.com/razaHamdani,6802016,2014-02,8,30,0,2010–2016
saad3074,https://github.com/saad3074,6604062,2014-02,44,27,0,2010–2016
muzamilw,https://github.com/muzamilw,6984169,2014-03,11,8931,0,2010–2016
m-usmansaeed,https://github.com/m-usmansaeed,6871717,2014-03,49,687,0,2010–2016
jfukki,https://github.com/jfukki,7016269,2014-03,43,386,0,2010–2016
naeemakram,https://github.com/naeemakram,6885369,2014-03,36,379,0,2010–2016
MuhammadUsmaann,https://github.com/MuhammadUsmaann,6883945,2014-03,32,181,0,2010–2016
imranaftab,https://github.com/imranaftab,7012444,2014-03,46,111,0,2010–2016
m-hassan31,https://github.com/m-hassan31,6967808,2014-03,22,93,0,2010–2016
muffrank,https://github.com/muffrank,7089257,2014-03,21,37,0,2010–2016
umair321,https://github.com/umair321,7020208,2014-03,15,31,0,2010–2016
NIXKnight,https://github.com/NIXKnight,7325058,2014-04,95,12784,0,2010–2016
taqiniazi,https://github.com/taqiniazi,7150755,2014-04,24,645,0,2010–2016
abaidgulshan,https://github.com/abaidgulshan,7329596,2014-04,90,380,0,2010–2016
nicepal,https://github.com/nicepal,7318931,2014-04,8,263,0,2010–2016
rehanumar,https://github.com/rehanumar,7344714,2014-04,71,188,0,2010–2016
inzamam31294,https://github.com/inzamam31294,7139076,2014-04,19,142,0,2010–2016
sheraz-n,https://github.com/sheraz-n,7424816,2014-04,30,76,0,2010–2016
AsadAlihp,https://github.com/AsadAlihp,7264209,2014-04,56,75,0,2010–2016
sunjava11,https://github.com/sunjava11,7128652,2014-04,23,63,0,2010–2016
abdussami-tayyab,https://github.com/abdussami-tayyab,7189666,2014-04,17,58,0,2010–2016
logiccanvas,https://github.com/logiccanvas,7358229,2014-04,23,42,0,2010–2016
AhmadDawood,https://github.com/AhmadDawood,7128507,2014-04,7,42,0,2010–2016
fahad-larasoft,https://github.com/fahad-larasoft,7126820,2014-04,8,30,0,2010–2016
usikandar,https://github.com/usikandar,7241254,2014-04,16,25,0,2010–2016
